source_id,relative_path,sha256,confirmed_role,work_family,edition_status,segmentation_eligibility,metadata_status,decision_basis,evidence_locator,review_status,issue_codes
SRC-799ecb189d590c32,final/tarbiat-morabi/episode-03.md,bea568849c38150971656f020ebfe5349051426cd0d72201bc506066e8e71619,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-03.md]؛ final/tarbiat-morabi/episode-03.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-8218c97ecc828a5f,final/tarbiat-morabi/episode-04.md,630685ef91c82f70bd86993d7c1c1440e8441fdffa6f82faf1ef9bcf5c4dfc03,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-04.md]؛ final/tarbiat-morabi/episode-04.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-3877859defaaa4d3,final/tarbiat-morabi/episode-05.md,68e24ffcf1a0b0ffb43de5971f6e57b88585f7cb01766cb1b4f2ba815351fd2b,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-05.md]؛ final/tarbiat-morabi/episode-05.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-f144691886f6be36,final/tarbiat-morabi/episode-06.md,81396ab4b13e004e25a76fbb34c985c475dac166bb8639f550bb7e3fe93e5039,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-06.md]؛ final/tarbiat-morabi/episode-06.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-10c0a6ebfaccce32,final/tarbiat-morabi/episode-07.md,5af105588aebc2cd23bf6d54d56bd15cb5902323bc08d3ad57c6058d9db3c360,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-07.md]؛ final/tarbiat-morabi/episode-07.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-cf785340c418ef22,final/tarbiat-morabi/episode-08.md,70c41c8e1bb0c3c79cab0b453860d737c09bdfabbb48df359cace83e9110eff5,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-08.md]؛ final/tarbiat-morabi/episode-08.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-6f66e950b13bc8a2,final/tarbiat-morabi/episode-09.md,0c7d70c2a920fdd381ebe9b7af09f739fce48c0b68da56b20d7662dae415423d,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-09.md]؛ final/tarbiat-morabi/episode-09.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-c121d3ea5d5be24f,final/tarbiat-morabi/episode-10.md,a89546575c784cfac17ca00f7882d5779a2716265fed7ccbf9298ef239a5f3e7,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-10.md]؛ final/tarbiat-morabi/episode-10.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-943524443e3713b0,final/tarbiat-morabi/episode-11.md,26fce7c6d5ac9d7acb44cb3d8d2356acfc52a6959d9f43b706d29f550f38b437,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-11.md]؛ final/tarbiat-morabi/episode-11.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-867bd90b2a90c5f1,final/tarbiat-morabi/episode-12.md,01ff21ce0f23d835d1cd0e0babc401593a9826bec645ad485b923d99d64b6734,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-12.md]؛ final/tarbiat-morabi/episode-12.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-f62d63c6524fed44,final/tarbiat-morabi/episode-13.md,80b6648019d91cc3483550b0138f575a210d8d550fadf79fb38b541fb7757451,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-13.md]؛ final/tarbiat-morabi/episode-13.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-dbeb80dbefae9f40,final/tarbiat-morabi/episode-14.md,4d7516ea03944120bab944d573cfdadada931da3f3df8858e606f057b7841d5e,فایل ماهوی,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/tarbiat-morabi/episode-14.md]؛ final/tarbiat-morabi/episode-14.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-d556ebbfe190a507,final/uni-tehran/episode-01.md,ed29f465e17d468b2478589622c533099e49a0d944d6a080f70348105f818d41,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-01.md]؛ final/uni-tehran/episode-01.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-7bf6e7b9dd1e46f7,final/uni-tehran/episode-02.md,03364e6b5db6d67aef4e90761eedb6773ea2c0b34ed4b3b00489e1d99fb6bfd0,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-02.md]؛ final/uni-tehran/episode-02.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-8235493cc98dca25,final/uni-tehran/episode-03.md,44db6c27e463266fe8e32b3a624f0ed9dfe6e7c04a39de273b98cfc314c436fa,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-03.md]؛ final/uni-tehran/episode-03.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-6b12111510edbe44,final/uni-tehran/episode-04.md,0390daf29960bf88229710d1925bbf5c9fa87924f8d6f3c3a4c244ce158557a5,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-04.md]؛ final/uni-tehran/episode-04.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-61c627e405d10c42,final/uni-tehran/episode-05.md,4e758888873bfbf966210773760ffb5153c5773aebaf8325efd88d2dfe569030,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-05.md]؛ final/uni-tehran/episode-05.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-1418b3e37bc4004b,final/uni-tehran/episode-06.md,79d5ded3f73f75edfc44b132f57b6ed9a1140995c4032af1dc73e9708218985c,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-06.md]؛ final/uni-tehran/episode-06.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-281cf598b9565628,final/uni-tehran/episode-07.md,488f950904fb41302cec5d7e5bf8af91f744f82fe7dceb6aca9ea88a96fddc02,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-07.md]؛ final/uni-tehran/episode-07.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-72bf9e99a1054d21,final/uni-tehran/episode-08.md,abc11a9b8a492b800c702224ded5f56124c1aed612a2ff7e73be3ef5ee77a324,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-08.md]؛ final/uni-tehran/episode-08.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-018ce5589ecf3bb5,final/uni-tehran/episode-09.md,5c7813bda2610651977d749766c66fec714b346d1fd67715a8ce715255b30370,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-09.md]؛ final/uni-tehran/episode-09.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-7f69ae7dead57ad5,final/uni-tehran/episode-10.md,1a4b1c2900faa78de3941f1c666e522a002b814b9974132984c41b96bf76cc3e,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-10.md]؛ final/uni-tehran/episode-10.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-9de621a41bb20a99,final/uni-tehran/episode-11.md,521aa86d17892318226567e53521f94f5be0b85025b45a824740121a60b8780b,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-11.md]؛ final/uni-tehran/episode-11.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-ac341518d4fe966b,final/uni-tehran/episode-12.md,5f5b9cf258d673bc9e9e4b2fda626a16a98b461614ad4ccbd2bdeaa9eed0b9a2,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-12.md]؛ final/uni-tehran/episode-12.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-8e090f04d15f1f56,final/uni-tehran/episode-13.md,719c59d891fc97e6084b20a72801b738493197d9182a0cf379f2c5c222e7d641,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-13.md]؛ final/uni-tehran/episode-13.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-26016a28bcca494f,final/uni-tehran/episode-14.md,9a4a821184d4c2dc0ee44a76c65a924c887980ffd2ed384cd1a4df728d535195,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-14.md]؛ final/uni-tehran/episode-14.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-ed26c5da7f5f6f5a,final/uni-tehran/episode-15.md,50e8bf5d4672e9a214ab617190c6e17ce3a3730be4c2d198b8805ca8e89a23c8,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-15.md]؛ final/uni-tehran/episode-15.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-6ca16ea3cc28e68a,final/uni-tehran/episode-16.md,9c60b10f7743c43046196fd5903b35ca537148a192ea18e86a1bfc27caebb8b4,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-16.md]؛ final/uni-tehran/episode-16.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-a70ecb6d02a868ba,final/uni-tehran/episode-17.md,8a523808e753e04dd197a5d3aa367ad71f0bb6be5786f87d4a5ad4131f177ded,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-17.md]؛ final/uni-tehran/episode-17.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-c8a94bb259b52480,final/uni-tehran/episode-18.md,a504cf9748e272920581af7f903e9da59a6d30a21ec95fcdb53c9678e798d842,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-18.md]؛ final/uni-tehran/episode-18.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-c42ad66d4f77e245,final/uni-tehran/episode-19.md,a1320b0df0dfb60e55c231b1a7b769dfa0dab68c5f27f05109880f8d7612eaad,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-19.md]؛ final/uni-tehran/episode-19.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-69c77d39e21a4cc4,final/uni-tehran/episode-20.md,c07184716e90f0a77cece87ac5101e8888cf119fcb79ae1b00650e178393dde7,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-20.md]؛ final/uni-tehran/episode-20.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-7649cbca8d5fc170,final/uni-tehran/episode-21.md,3674fb35587a6ea659c7ab6569a56b55c4ee145217857d9ceb872c7f8bd2e972,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-21.md]؛ final/uni-tehran/episode-21.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-a0c15dbd6494c8ba,final/uni-tehran/episode-22.md,ea8c8bba44c8eee01e6cd1680c03e48175e4a724b2058229da618abc53fbe888,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-22.md]؛ final/uni-tehran/episode-22.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-e36dcb831f943d80,final/uni-tehran/episode-23.md,b6a2083f8856dae21ddffd50aa79ee1d969f4ad23cdb2bea222ec7250b9432de,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-23.md]؛ final/uni-tehran/episode-23.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-cbeb9dbeead81768,final/uni-tehran/episode-24.md,dcd5f557ffc3fc0631e866ce9e8f4cafb3369e522fff03838d0c5a6e01a7b6d1,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-24.md]؛ final/uni-tehran/episode-24.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-8ff0fb875f375c29,final/uni-tehran/episode-25.md,362bb2c60292b3cdfd1db632f2ea522ee07a506e4fd7d14a9692e56ba5cf72b8,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-25.md]؛ final/uni-tehran/episode-25.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-f95af76b26c34d97,final/uni-tehran/episode-26.md,a32f223283e322318afe13c0cbf3c31d38dc728ab2d9229266c1920d50b1158d,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-26.md]؛ final/uni-tehran/episode-26.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-55f6909260bd87f5,final/uni-tehran/episode-27.md,6527085ffa1e0339f2fe7bbe8d751389a076c9734250a8888308024c82133ad8,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-27.md]؛ final/uni-tehran/episode-27.md:1,تأییدشده,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT
SRC-fca4b1307e69c297,final/uni-tehran/episode-28.md,11630c439e699aaa626220a0e7dfc41e4ec20d8cc8b5ccc94be1749e6438ea14,فایل ماهوی,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/uni-tehran/episode-28.md]؛ final/uni-tehran/episode-28.md:1,تأییدشده,INSUFFICIENT_METADATA;VIDEO_COUNTERPART_ABSENT
